,Number_PP,Name,Full_name,Code,Unit_of_reconciliation,Additional_characteristics,Owners_name,Kind,Article,Weight,Accounting_characteristics,Storage_unit,VAT_rate,Service,Nomenclature_group,Sharto,Main_supplier,Main_supplier_object,Comment,Predefined,Price,Qty_stock,Remaining_amount,Currency
1007,1760,Проценты по краткосрочному кредиту,Проценты по краткосрочному кредиту,846,шт,Нет,Услуги,Услуга,846,Нет,Нет,шт,0.2,Да,Товары,4271484522,,Нет,,Нет,53.92,769.41464,48,Руб
1008,1761,Процессоры ,Процессоры ,1907,шт,Нет,Материалы,Материал,1907,Нет,Нет,шт,0.2,Нет,Товары,4271484522,,Нет,,Нет,53.7,677.35928,39,Руб
1009,1762,ПРП ,,1349,,Нет,Щекино,Товар,1349,Нет,Нет,,,Нет,,1870882946,,Нет,,Нет,65.11,943.61398,73,Руб
1010,1763,ПХВ Toro SC 2М. 105,ПХВ Toro SC 2М. 105,1725,м2,Нет,Строительные товары двери,Товар,1725,Нет,Нет,м2,0.2,Нет,Товары,1870882946,,Нет,,Нет,83.42,91.7591,22,Руб
1011,1764,Радиатор,Радиатор,2192,шт,Нет,Строительные товары двери,Товар,2192,Нет,Нет,шт,0.2,Нет,Товары,1870882946,,Нет,,Нет,29.16,987.2878,92,Руб
1012,1765,Разгрузка автотранспорта,Разгрузка автотранспорта,1992,т,Нет,Услуги,Услуга,1992,Нет,Нет,т,0.2,Да,Товары,2315580783,,Нет,,Нет,50.49,408.20599,92,Руб
1013,1766,Разделительные полоски КОМУС 100 шт/уп.,Разделительные полоски КОМУС 100 шт/уп.,1528,шт,Нет,Материалы,Материал,1528,Нет,Нет,упаковка,0.2,Нет,Товары,2315580783,,Нет,,Нет,87.39,278.24294,42,Руб
1014,1767,Регистратор (охрана),Регистратор (охрана),2118,шт,Нет,Материалы,Материал,2118,Нет,Нет,шт,0.2,Нет,Товары,2315580783,,Нет,,Нет,41.4,749.30738,96,Руб
1015,1770,Регистрация артикулов,Регистрация артикулов,2230,шт,Нет,Услуги,Услуга,2230,Нет,Нет,шт,0.2,Да,Товары,4059720715,,Нет,,Нет,40.47,554.2242,38,Руб
1016,1771,Резинка универсальная диам.60 мм,Резинка универсальная диам.60 мм,1526,шт,Нет,Материалы,Материал,1526,Нет,Нет,упаковка,0.2,Нет,Товары,4059720715,,Нет,,Нет,93.35,94.8774,9,Руб
1017,1772,Резиновые накладки на ступени,Резиновые накладки на ступени,2469,шт,Нет,Коврики влаговпитывающие,Товар,2469,Нет,Да,шт,0.2,Нет,Товары,4059720715,Монарх МБК-М ООО,Нет,,Нет,33.9,155.5128,95,Руб
1018,1773,Рекламные услуги,Рекламные услуги,1887,шт,Нет,Услуги,Услуга,1887,Нет,Нет,шт,0.2,Да,Товары,3534632226,,Нет,,Нет,62.74,792.4969,8,Руб
1019,1774,Ремонт оборудования,Ремонт оборудования,2001,шт,Нет,Услуги,Услуга,2001,Нет,Нет,шт,0.2,Да,Товары,3534632226,,Нет,,Нет,7.57,753.57,21,Руб
1020,1775,Розетка,Розетка,2486,шт,Нет,Материалы,Материал,2486,Нет,Нет,шт,0.2,Нет,Товары,3534632226,,Нет,,Нет,63.41,791.50157,31,Руб
1021,1776,ролики для факсов 210мм,ролики для факсов 210мм,2018,шт,Нет,Материалы,Материал,2018,Нет,Нет,шт,0.2,Нет,Товары,3787824423,,Нет,,Нет,53.5,293.15675,5,Руб
1022,1777,Ролики для факсов 216 мм,Ролики для факсов 216 мм,1270,шт,Нет,Материалы,Материал,1270,Нет,Нет,шт,0.2,Нет,Товары,3787824423,,Нет,,Нет,34.64,331.11465,84,Руб
1023,2000,Ролики подачи бумаги,Ролики подачи бумаги,2257,шт,Нет,Материалы,Материал,2257,Нет,Нет,шт,0.2,Нет,Товары,3787824423,,Нет,,Нет,67.76,285.19311,6,Руб
1024,2001,Ротбанд,Ротбанд,2253,шт,Нет,Строительные товары двери,Товар,2253,Нет,Нет,шт,0.2,Нет,Товары,4085900162,,Нет,,Нет,21.75,469.102,75,Руб
1025,2002,Роутер,Роутер,2573,шт,Нет,Материалы,Материал,2573,Нет,Нет,шт,0.2,Нет,Товары,4085900162,,Нет,,Нет,66.94,930.62254,2,Руб
1026,2003,Рулонные резиновые покрытия,Рулонные резиновые покрытия,2474,пог. м,Нет,Коврики влаговпитывающие,Товар,2474,Нет,Да,пог. м,0.2,Нет,Товары,3565120393,Монарх МБК-М ООО,Нет,,Нет,46.35,949.43986,15,Руб
1027,2004,Ручка гелевая Attache City красный,Ручка гелевая Attache City красный,1523,шт,Нет,Материалы,Материал,1523,Нет,Нет,шт,0.2,Нет,Товары,3565120393,,Нет,,Нет,27.66,331.9155,46,Руб
1028,2005,Ручка гелевая Attache City синий,Ручка гелевая Attache City синий,1521,шт,Нет,Материалы,Материал,1521,Нет,Нет,шт,0.2,Нет,Товары,3565120393,,Нет,,Нет,51.2,73.3737,6,Руб
1029,2006,Ручка гелевая Attache City черный,Ручка гелевая Attache City черный,1522,шт,Нет,Материалы,Материал,1522,Нет,Нет,шт,0.2,Нет,Товары,1686706713,,Нет,,Нет,29.64,437.12952,68,Руб
1030,2007,Ручка шариковая ,Ручка шариковая ,2387,шт,Нет,Материалы,Материал,2387,Нет,Нет,шт,0.2,Нет,Товары,1686706713,,Нет,,Нет,93.46,372.34767,12,Руб
1031,2010,Ручка шариковая Attache Stayle набор 4 цв.,Ручка шариковая Attache Stayle набор 4 цв.,1529,шт,Нет,Материалы,Материал,1529,Нет,Нет,набор,0.2,Нет,Товары,1686706713,,Нет,,Нет,9.67,983.9505,61,Руб
1032,2011,Ручка шариковая UNIVERSAL зеленый,Ручка шариковая UNIVERSAL зеленый,1988,шт,Нет,Материалы,Материал,1988,Нет,Нет,шт,0.2,Нет,Товары,3137000578,,Нет,,Нет,38.63,483.18658,29,Руб
1033,2012,Ручка шариковая UNIVERSAL красный,Ручка шариковая UNIVERSAL красный,1840,шт,Нет,Материалы,Материал,1840,Нет,Нет,шт,0.2,Нет,Товары,3137000578,,Нет,,Нет,51.6,214.10926,84,Руб
1034,2013,Ручка шариковая UNIVERSAL синий,Ручка шариковая UNIVERSAL синий,1273,шт,Нет,Материалы,Материал,1273,Нет,Нет,шт,0.2,Нет,Товары,3137000578,,Нет,,Нет,55.97,937.52443,89,Руб
1035,2014,Ручка шариковая UNIVERSAL черный,Ручка шариковая UNIVERSAL черный,1989,шт,Нет,Материалы,Материал,1989,Нет,Нет,шт,0.2,Нет,Товары,1906691176,,Нет,,Нет,53.71,355.19067,5,Руб
1036,2015,Салфетки д/чистки,Салфетки д/чистки,2161,шт,Нет,Материалы,Материал,2161,Нет,Нет,шт,0.2,Нет,Товары,1906691176,,Нет,,Нет,9.2,108.974,16,Руб
1037,2016,Санитарные средства ,Санитарные средства ,2582,шт,Нет,Материалы,Материал,2582,Нет,Нет,шт,Без НДС,Нет,Товары,3366996386,,Нет,,Нет,84.28,323.27222,44,Руб
1038,2017,Сбор за возврат проездных документов,Сбор за возврат проездных документов,2632,шт,Нет,Услуги,Услуга,2632,Нет,Нет,шт,Без НДС,Да,Товары,3366996386,,Нет,,Нет,60.31,77.0,67,Руб
1039,2020,Сбор при обмене проездных документов,Сбор при обмене проездных документов,1968,шт,Нет,Услуги,Услуга,1968,Нет,Нет,шт,0.2,Да,Товары,3366996386,,Нет,,Нет,58.35,692.40378,2,Руб
1040,2021,Сварочная нить Tarket 1292372,Сварочная нить Tarket 1292372,1728,м2,Нет,Строительные товары двери,Товар,1728,Нет,Нет,м2,0.2,Нет,Товары,2164606780,,Нет,,Нет,76.21,494.37647,74,Руб
1041,2022,Сварочный аппарат,Сварочный аппарат,2509,шт,Нет,Материалы,Материал,2509,Нет,Нет,шт,0.2,Нет,Товары,2164606780,,Нет,,Нет,70.47,988.69624,36,Руб
1042,2023,Сварочный шнур,,1883,,Нет,,Товар,1883,Нет,Нет,,,Нет,,2164606780,,Нет,,Нет,90.94,287.26099,78,Руб
1043,2024,Сварочный шнур Таркетт,Сварочный шнур Таркетт,1942,пог. м,Нет,Сварочный шнур,Товар,1942,Нет,Да,пог. м,0.2,Нет,Товары,527529424,ТАРКЕТТ РУС АО,Нет,,Нет,56.44,257.14505,8,Руб
1044,2025,Светопрозрачная конструкция,Светопрозрачная конструкция,2605,м2,Нет,Строительные товары двери,Товар,2605,Нет,Нет,м2,0.2,Нет,Товары,527529424,,Нет,,Нет,83.97,152.12763,44,Руб
1045,2026,Сервисные услуги,Сервисные услуги,2410,шт,Нет,Услуги,Услуга,2410,Нет,Нет,шт,0.2,Да,Товары,527529424,,Нет,,Нет,1.96,131.256,76,Руб
1046,2027,Сетевая карта,Сетевая карта,2595,шт,Нет,Материалы,Материал,2595,Нет,Нет,шт,0.2,Нет,Товары,2332494244,,Нет,,Нет,78.33,726.56867,58,Руб
1047,2030,Сетка защитная рулон 25м,Сетка защитная рулон 25м,2288,шт,Нет,Материалы,Материал,2288,Нет,Нет,шт,0.2,Нет,Товары,2332494244,,Нет,,Нет,82.92,920.76286,4,Руб
1048,2031,Склад Максимова Т.,,2305,,Нет,,Товар,2305,Нет,Нет,,,Нет,,2332494244,,Нет,,Нет,60.6,519.31451,4,Руб
1049,2032,Скоба металлическая,Скоба металлическая,2450,уп,Нет,Материалы,Материал,2450,Нет,Нет,уп,0.2,Нет,Товары,1551937032,,Нет,,Нет,84.4,923.77568,92,Руб
1050,2033,Скобы к степлеру,Скобы к степлеру,1542,шт,Нет,Материалы,Материал,1542,Нет,Нет,упаковка,0.2,Нет,Товары,1551937032,,Нет,,Нет,2.58,556.1434,48,Руб
1051,2034,Скрепки 28 мм 100 шт/уп,Скрепки 28 мм 100 шт/уп,1524,шт,Нет,Материалы,Материал,1524,Нет,Нет,упаковка,0.2,Нет,Товары,863317412,,Нет,,Нет,70.56,864.60963,84,Руб
1052,2035,Слив (отвод),Слив (отвод),2293,шт,Нет,Строительные товары двери,Товар,2293,Нет,Нет,шт,0.2,Нет,Товары,863317412,,Нет,,Нет,73.43,982.72108,26,Руб
1053,2036,Смеситель ,Смеситель ,2455,шт,Нет,Строительные товары двери,Товар,2455,Нет,Нет,шт,0.2,Нет,Товары,3273800684,,Нет,,Нет,8.73,593.5176,89,Руб
1054,2037,Снегозадержатель ,Снегозадержатель ,2273,шт,Нет,Строительные товары двери,Товар,2273,Нет,Нет,шт,0.2,Нет,Товары,3273800684,,Нет,,Нет,31.4,358.11241,2,Руб
1055,2040,Соединитель,Соединитель,2606,шт,Нет,Строительные товары двери,Товар,2606,Нет,Нет,шт,0.2,Нет,Товары,3273800684,,Нет,,Нет,76.3,914.69738,2,Руб
1056,2041,Соединитель желоба,Соединитель желоба,2294,шт,Нет,Строительные товары двери,Товар,2294,Нет,Нет,шт,0.2,Нет,Товары,1128227937,,Нет,,Нет,5.89,924.5442,36,Руб
1057,2042,Соединитель трубы,Соединитель трубы,2295,шт,Нет,Строительные товары двери,Товар,2295,Нет,Нет,шт,0.2,Нет,Товары,1128227937,,Нет,,Нет,97.78,48.0,16,Руб
1058,2043,СПАРТА,,1850,,Нет,Линолеум,Товар,1850,Нет,Нет,,,Нет,,1128227937,,Нет,,Нет,80.41,551.44305,91,Руб
1059,2044,Средство д/чистки линолеума Rico Clean 1 л.,Средство д/чистки линолеума Rico Clean 1 л.,2466,шт,Нет,Строительные товары двери,Товар,2466,Нет,Нет,шт,0.2,Нет,Товары,1041030739,,Нет,,Нет,11.42,149.1701,58,Руб
1060,2045,Средство для чистки паркета и ламината VALO Clean 1л,Средство для чистки паркета и ламината VALO Clean 1л,2540,шт,Нет,Материалы,Материал,2540,Нет,Нет,шт,0.2,Нет,Товары,1041030739,,Нет,,Нет,74.23,625.46393,75,Руб
1061,2046,Сталь ,Сталь ,2245,м2,Нет,Строительные товары двери,Товар,2245,Нет,Нет,м2,0.2,Нет,Товары,1041030739,,Нет,,Нет,75.79,906.68665,74,Руб
1062,2047,Стелаж для грязезащитных покрытий (в рулонах),Стелаж для грязезащитных покрытий (в рулонах),2107,шт,Нет,Оборудование,Товар,2107,Нет,Нет,шт,0.2,Нет,Товары,2996352856,,Нет,,Нет,73.28,633.46386,24,Руб
